cycle,run_name,prey_model_path,predator_model_path,seed,steps_ran,csv_path,mean_prey_population,mean_predator_population,final_prey_population,final_predator_population,prey_population_cv,predator_population_cv,prey_oscillation_period,predator_oscillation_period,system_survival_fraction,system_extinction_step,coexistence_score_mean,coexistence_score_min,coexistence_score_final,prey_birth_rate,predator_birth_rate,predation_rate,prey_death_rate,predator_death_rate,mean_prey_lifespan,mean_predator_lifespan,cumulative_predation_events,cumulative_prey_births,cumulative_predator_births,cumulative_prey_deaths,cumulative_predator_deaths
3,cycle3_seed35,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,77,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed35__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,328.8375,5.2035,337,0,0.1366,0.595,13.2,0.0,0.4515,904,0.0042,0.0,0.0,0.2735,0.0065,0.12,0.12,0.0115,2740.3,1002.2,240,547,13,240,23
3,cycle3_seed36,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,78,1806,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed36__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1806steps.csv,210.5797342192691,117.02270210409743,0,0,0.3357,0.4604,6.1,69.3,0.7818,1413,0.5759,0.0,0.0,5.913068,0.253599,5.929679,5.929679,0.259136,45.4,451.8,10709,10679,458,10709,468
3,cycle3_seed37,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,79,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed37__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,253.0535,117.5445,0,42,0.2336,0.3967,6.2,74.1,0.8725,1746,0.6041,0.0,0.0,6.2295,0.248,6.2445,6.2445,0.232,46.4,506.7,12489,12459,496,12489,464
3,cycle3_seed38,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,80,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed38__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,281.772,76.3715,330,163,0.3445,0.849,10.7,132.1,1.0,0,0.352,0.0,0.9909,4.2545,0.1885,4.1045,4.1045,0.112,68.6,681.9,8209,8509,377,8209,224
3,cycle3_seed39,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,81,1553,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed39__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1553steps.csv,205.89053444945267,103.3219575016098,0,0,0.4728,0.5572,6.9,26.4,0.7997,1243,0.4657,0.0,0.0,3.773986,0.230522,3.793303,3.793303,0.236961,67.9,436.3,5891,5861,358,5891,368
3,cycle3_seed40,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,82,1466,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed40__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1466steps.csv,203.12892223738064,114.28581173260574,0,0,0.264,0.4775,6.3,48.3,0.7121,1045,0.5156,0.0,0.0,5.218963,0.239427,5.239427,5.239427,0.246248,54.4,464.4,7681,7651,351,7681,361
3,cycle3_seed41,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,83,1683,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed41__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1683steps.csv,149.47355912061795,94.62032085561498,0,0,0.5896,0.6003,6.9,135.0,0.7499,1263,0.5516,0.0,0.0,5.208556,0.161616,5.226381,5.226381,0.167558,38.1,565.0,8796,8766,272,8796,282
3,cycle3_seed42,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,84,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed42__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,46.5715,34.796,5,0,2.0084,0.5586,5.6,89.0,0.417,835,0.1096,0.0,0.0,1.3985,0.074,1.411,1.411,0.079,33.0,1056.2,2822,2797,148,2822,158
3,cycle3_seed43,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,85,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed43__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,63.159,45.066,2,0,1.8486,0.5012,4.8,33.8,0.4555,912,0.1431,0.0,0.0,1.957,0.089,1.971,1.971,0.094,32.0,1052.5,3942,3914,178,3942,188
3,cycle3_seed44,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,86,1633,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed44__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1633steps.csv,203.4164115125536,81.8922229026332,0,0,0.3693,0.7532,7.4,87.0,0.763,1247,0.3805,0.0,0.0,3.950398,0.134109,3.968769,3.968769,0.140233,67.2,584.3,6481,6451,219,6481,229
3,cycle3_seed45,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,87,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed45__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,328.2665,9.5725,337,0,0.1425,1.4001,64.0,0.0,0.8235,1648,0.0078,0.0,0.0,0.3365,0.02,0.183,0.183,0.025,1793.8,465.0,366,673,40,366,50
3,cycle3_seed46,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,88,1412,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed46__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1412steps.csv,209.371104815864,55.15226628895184,0,0,0.3648,0.8899,9.0,31.0,0.7344,1038,0.0995,0.0,0.0,1.969547,0.128895,1.990793,1.990793,0.135977,143.2,405.9,2811,2781,182,2811,192
3,cycle3_seed47,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,89,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed47__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,268.4895,90.273,0,41,0.2457,0.7256,8.6,47.6,0.914,1829,0.4498,0.0,0.0,5.0615,0.1915,5.0765,5.0765,0.176,57.9,512.9,10153,10123,383,10153,352
3,cycle3_seed48,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,90,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed48__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,273.9355,139.221,335,166,0.2966,0.2996,6.1,43.9,1.0,0,0.8363,0.0,0.994,7.855,0.334,7.7025,7.7025,0.256,35.6,543.8,15405,15710,668,15405,512
3,cycle3_seed49,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,91,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed49__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,299.948,82.8595,19,134,0.225,0.7797,7.6,92.0,1.0,0,0.395,0.0,0.0741,4.703,0.2245,4.7085,4.7085,0.1625,63.7,509.9,9417,9406,449,9417,325
